Label,log.sigma.2.mm.3D_glcm_ClusterShade,log.sigma.1.mm.3D_glcm_Imc1,log.sigma.1.mm.3D_glcm_MCC,wavelet.LLH_glszm_GrayLevelVariance,log.sigma.3.mm.3D_firstorder_Skewness,wavelet.HLL_glszm_ZonePercentage,wavelet.HLL_firstorder_Skewness,wavelet.LHL_glcm_Correlation,wavelet.LLH_glrlm_GrayLevelNonUniformityNormalized,log.sigma.2.mm.3D_glcm_Imc1
0,0.062540456,-1.265765613,1.454478223,-0.342558972,-0.861068832,-0.809480713,-0.814896961,-0.198562683,0.670208119,-0.592700042
0,0.298749519,0.868883908,-1.09272192,0.050979077,0.439097776,-0.291988943,1.414784007,0.148631978,0.210937929,-0.032604405
1,0.259673894,0.174885206,0.050365531,-0.242550404,-0.638712866,0.484960361,-0.588446737,-0.329126161,-0.050223422,0.369338312
0,0.175913567,0.592330171,-0.685734174,-1.112915792,1.22137423,0.776523842,-0.154347576,-0.705853411,1.075734194,0.780440377
0,0.173857912,0.426155296,-0.414334305,-0.115555514,0.383135784,0.273917808,0.268840226,-0.245223066,0.576988973,0.37813785
0,0.29428682,0.181991116,-0.625042214,-0.226769939,-0.5146581,-0.519461116,-1.405069088,-0.257073919,1.011655669,0.690868572
1,0.074139092,-1.1395354,1.178287236,0.085679744,-0.562554478,-1.240777722,-0.847797845,-0.133766503,-0.174574965,-0.558237422
0,0.199306575,-0.052474106,0.356083116,0.291885637,-0.524108146,-0.49934704,0.127803193,-0.221827199,-0.573748919,0.024427754
1,0.021173952,-0.922420602,1.230619542,0.320715651,-1.649830063,-0.658721281,-0.498269507,0.137644091,-1.525427297,-0.273685853
1,-0.864658612,-2.180735456,2.432966133,2.008590743,-1.328200547,-0.972931821,-0.445055945,2.301247224,-1.9903261,-0.172088702
1,0.27862244,0.457308833,-0.645312302,0.881491318,0.214813327,-0.557351913,-0.309894398,-0.869805034,-0.458113388,-0.070086396
0,0.293192217,1.324193341,-1.346217608,-0.837263527,-0.956342565,0.903571913,2.851208624,0.882641969,0.322308831,1.556825257
0,0.280370501,0.915544218,-0.726137512,0.786221892,0.227598156,0.319922762,-0.7469151,-0.047644476,-0.951387637,0.469102397
1,-0.64586396,-2.167753586,2.198369644,1.41467363,-0.353185832,-1.017492553,-0.295329919,1.355232052,-1.444689051,-0.152357434
0,0.150168373,-0.743331732,0.930770361,0.260176348,-0.348783464,-1.323102489,0.486152977,0.120039959,-0.857431715,0.614941545
0,0.256306301,0.307554312,-0.085785181,-0.089086891,0.360286376,-0.288836826,-0.058365736,-0.600602368,0.091461814,0.941720679
1,-0.066745865,-0.846622526,1.171824984,0.600006878,-1.905902829,-0.687064303,0.234051895,-0.500918072,-1.423218685,-1.953022639
0,0.296484448,1.288188659,-1.327161225,-0.088373818,0.371309425,0.683407982,-0.336463367,-0.184407568,0.713315876,-0.311896988
1,-2.646222789,-1.350476437,1.66259063,3.231507663,-0.241885898,-0.361632919,-0.742477983,3.149796183,-2.786690373,-0.180169315
0,0.265411156,0.890131332,-0.702496739,0.200607874,-1.963242725,-0.552471788,-0.872015346,-0.357741265,0.547193418,-1.854640899
0,0.246518364,-0.443246645,0.496059379,-0.158166631,0.301647446,-0.395077953,-0.264130901,-1.467040299,-0.289542631,0.419255827
0,0.161909158,-0.282630767,0.315401266,-0.113545819,0.049401271,-0.835136702,-0.201850796,-0.408909691,0.716185377,-0.013489427
0,-5.223517972,-1.392267166,1.838436967,5.394694162,-0.388553918,0.360179483,0.284209893,3.221437445,-3.968328446,-0.807206386
1,0.143944348,-0.399973249,0.588322335,0.405046204,-0.540801409,-0.986976389,-0.086028081,-0.489407121,0.008046199,-2.922040546
0,0.281618285,0.284842146,-0.237815487,-1.025868999,0.089146841,-0.710196989,-0.174311766,0.000766116,0.604425602,-0.048202828
1,-0.037342403,-1.704139908,2.096975382,2.419776367,0.878002898,-1.601379953,-0.383439995,2.665331,-1.579442218,0.332097775
0,0.17370432,0.60247882,-0.412674796,0.040822384,0.986744279,-0.182412935,1.194335337,-0.499338058,0.15702823,-0.338242846
1,-2.4347759,-1.564171999,1.912510072,1.977713135,-0.315887873,0.171378573,-1.24613785,2.964941805,-2.319906735,-0.184834984
0,0.159442008,-0.007950654,0.1156105,-0.520272843,-0.818871045,-0.816559594,-0.388334807,-0.313390158,0.847761726,-0.406751607
0,0.296746898,0.982612326,-1.143963567,-1.092073857,1.082931569,2.053824708,0.444803953,0.792224748,0.9091534,1.415517101
0,0.284414609,0.434572122,-0.448832088,-0.35211809,0.126066368,0.252278128,0.086567305,-0.959659582,-0.18334744,-0.289084342
0,0.30447706,0.515515286,-0.36314997,0.237678797,1.622153142,1.549582644,-1.137249024,0.383152243,-1.317657408,0.616591892
1,0.173499936,-0.086097718,-0.391187006,-0.638790582,1.194057024,-0.358740308,-1.981089343,-0.752640946,0.614070057,1.009024926
0,0.173628378,0.97632649,-1.059522531,-0.57658836,1.378781444,1.022506248,-0.575535913,-0.109885731,0.576288689,0.335340505
0,0.284425279,-0.241743535,0.215416372,-0.901984893,0.511888223,0.110777053,-1.819172501,0.837651647,-1.069281514,1.030298169
0,0.297452574,0.667795179,-0.782934904,-0.922454609,1.117303085,0.641040334,1.592521193,-0.260544409,0.297724131,0.69364448
1,0.294966356,0.846358114,-0.999126132,-1.319828051,0.607036085,1.43501237,0.083125677,-0.280004269,1.071179922,1.594965692
0,0.17295286,0.431723537,-0.532077955,-0.703125354,0.232028737,0.564441526,-0.346830658,0.359713162,0.277361381,1.489686061
0,0.170225393,1.263492206,-1.355552487,-0.213297342,-0.925871699,-0.323809109,-0.733177182,-0.089333557,0.638672967,-1.221598356
0,0.256829104,0.508868783,-0.485337056,-0.394662288,-1.737273028,-0.20086578,-0.233022939,-0.015340901,-0.788718493,-0.515439686
1,0.250563491,0.230409296,-0.029984731,-0.144899025,-0.778592373,-1.043835848,-0.984068867,-0.100010652,0.543517356,-1.23251455
0,0.173429009,0.354706194,-0.73595279,-0.90828948,0.856492624,0.097531627,-1.04980545,-0.661332268,0.96143495,0.508181331
0,0.161080082,-0.412623744,0.440951879,-0.56824441,-0.033136141,-0.486473815,-1.049163149,-0.756127992,-0.507358288,-0.384369114
1,0.173256572,-0.040781272,-0.162194719,-0.151418997,0.748045575,-0.386096071,0.520595967,-0.439814179,-0.172775479,1.0263068
0,0.068008237,-0.972637533,1.111709363,0.030205165,-0.627289893,-0.853604814,-0.417111791,-0.645474722,0.380984575,-0.352308838
1,0.088242834,-1.68258377,1.621343504,0.460214544,-0.122093196,-1.433595703,-0.410991884,1.750136911,-0.13113682,-1.084293609
1,0.179266914,-0.809139952,0.995909605,0.859918804,-0.405689119,-0.873336204,0.024519127,-0.531761792,-0.47721811,-1.654594338
1,0.289878913,0.14975824,0.132878913,0.389959694,0.140850921,-0.606209406,-0.588726573,-0.412762086,0.627025142,-2.831919741
0,0.065075073,-0.814561329,1.182431498,0.602726747,-1.806368873,-0.738411781,1.239739125,0.393163609,-1.25916016,-1.301975733
1,-3.010504928,-1.494299929,1.919776616,0.652736342,-0.821719794,-0.147443166,-0.243550389,3.774042151,-1.745709263,-0.351021486
1,0.136233634,-0.797237415,0.937799775,0.889430996,-0.477199974,-0.581949357,-0.634636542,-0.44147185,-0.989755831,-0.147923162
0,0.168019484,0.743609743,-0.698038245,-0.485028044,-1.383714718,-0.161285372,-0.590097917,-0.328976137,0.720977374,-0.537062745
0,0.171388103,-0.043166785,0.029123205,-0.197776139,0.54349702,-0.708052352,1.562256659,-0.682230318,0.460049159,1.220185575
0,0.295755987,-0.090232614,-0.691559755,-2.35617907,2.007157913,5.228434289,0.044540308,-1.841742391,2.883392561,1.620957855
0,0.172914112,1.104461786,-1.144728487,-0.266228366,0.264454702,0.684558943,1.301362441,0.678364002,-0.188437679,1.060121676
0,0.29149321,0.470856046,-0.522400277,-1.201990153,0.539338433,-0.291729774,2.036712287,-0.03544656,0.642199701,0.179084672
0,0.295702678,0.218739084,-0.557659748,-1.01497688,2.396658001,0.46264168,0.072010349,0.496303219,0.621322975,2.375380078
0,0.154124049,-0.118349168,0.289930418,0.25278033,-1.065583581,0.002148367,1.387058254,-0.718093831,-0.437473804,-0.721132335
0,0.151805673,0.342308873,-0.082665012,0.072455102,-2.254353318,-0.325354393,-0.468046677,-0.262928463,0.398207989,-2.408382626
0,0.29674313,-1.059619788,-0.073871821,0.14147831,2.357425892,2.597428938,-1.364594221,-2.07242129,-1.040471371,0.960825019
0,0.295241846,1.508907575,-1.665610973,-0.524635903,0.720490937,0.788072196,-0.233474893,0.607154117,0.631212836,0.456996834
1,0.13272953,-0.861681773,1.049388056,0.544412318,-1.084291404,-0.268529157,-0.553261574,1.120444655,-0.157495145,0.032236227
1,0.24837898,0.586648076,-0.347973733,-0.613494823,-1.207207685,-0.354347986,0.22106173,0.50331146,0.232223178,-0.725003276
1,0.240088093,-0.013268715,0.213742514,0.026398884,-0.468795415,-0.279438915,0.630072846,-0.310939322,0.124152348,-1.326911453
1,0.256945237,0.283326366,-0.11449543,0.006480164,-0.972068921,-1.035335644,-0.962475408,-0.089517841,0.52486331,-1.156309739
1,0.277495651,0.503832294,-0.433131516,0.430315562,-1.666673436,-0.949549096,-0.788238768,0.02730758,0.433897991,-0.830232585
1,-0.446926646,-2.527111443,2.157928677,0.702555269,-0.873076847,-1.354468756,-1.007121285,0.753939604,-0.288808222,-1.679729908
1,0.152109219,-0.335256562,0.544497886,0.409380808,-0.622146606,-0.959435594,-0.084924586,-0.482730692,-0.0019198,-2.895080146
1,0.292586389,-0.891944248,-0.11988052,0.000496249,-0.624345004,-0.651313836,-1.092128994,-1.252166668,0.496318455,0.264584954
1,0.228217133,-0.945190266,0.237698731,0.222927088,-0.740854379,-0.624531974,-0.825260249,-0.931544353,0.406064287,0.273130624
1,0.287159486,1.049328755,-0.959827375,-0.002447338,0.046544776,0.441145979,0.804424455,0.004381441,0.858284489,0.704931196
1,0.286254944,1.107552035,-0.987162621,-0.017206625,0.02937281,0.440210064,0.918118215,-0.183282235,0.966601925,0.726376199
1,0.210875974,0.46144957,-0.091684224,0.379207376,-1.194697412,-0.521023794,0.149496423,-0.349847871,0.006905886,-2.279643095
1,0.184993207,0.618132651,-0.36924029,0.202267524,-0.579585127,-0.272407402,0.378831653,-0.332953123,0.226862746,-1.520773445
1,0.251368059,0.558759771,-0.318083578,-0.661886409,-1.201743755,-0.224401869,-0.139523529,0.427299385,0.170747495,-0.252366015
1,0.206667318,0.740874204,-0.48289849,-0.303317107,-1.056516341,-0.329541105,0.317245981,0.253437006,0.242929162,-1.002207311
1,0.256856821,-0.0772618,0.102662504,-0.842748514,-0.495778121,-0.45065445,0.007866179,-0.167822692,3.114571672,0.099073624
1,0.278168642,0.622680063,-0.547699457,-0.389565746,-0.181888925,0.06571484,0.548624281,-0.200873483,1.957595084,0.456466097
1,0.238304586,-0.131994129,0.157150857,-0.641854653,-0.331354063,-0.242413689,0.088445779,-0.188291621,1.088007137,0.402763205
1,0.281993314,-0.301161417,-0.12785498,-0.771361128,-0.482136032,-0.511686687,-0.643741893,-0.722473402,0.909094012,0.333625311
1,0.20773389,-0.226084161,0.311674066,-0.533419821,-0.466722934,-0.317366128,0.02341776,-0.144745479,0.963043924,0.384904534
1,0.087959124,-0.570051374,0.917215529,-0.059957233,-1.0382295,-0.541952958,-0.305280485,0.014569336,0.348023874,0.31023697
1,-0.312987196,-1.20520693,1.465058216,0.559494493,-0.142028938,-0.169977147,0.319792351,1.165776808,-0.855341161,0.272027596
1,0.010785181,-0.831250926,1.151780585,-0.048972474,-0.673236907,-0.537981075,-0.110235313,0.356049409,0.190344942,0.288167814
1,0.257223979,0.75635175,-0.600257915,-0.039340973,-1.193395277,0.093326952,1.555923014,-0.47391193,0.502900168,-1.048143749
1,0.258457389,1.09311412,-0.971669797,-0.039625643,-1.554574835,0.128232933,2.010217168,-0.723013413,0.708078971,-0.795431167
1,0.243469228,-0.331421087,0.496827647,0.130970857,-0.117768646,-0.832504666,-0.203999735,-0.84066935,0.099510741,-1.221813236
1,0.249378513,-0.241749923,0.408391577,0.127940743,-0.125766991,-0.780188026,-0.29281694,-0.82774378,0.126301124,-1.27905366
1,0.294458998,0.1308113,-0.58892357,-0.586613271,-0.215656249,-0.526513674,-0.908400386,-1.027245151,0.719867167,0.477186303
1,0.296446908,0.642014177,-0.893850186,-0.417387336,0.169687082,-0.340607572,-0.667272488,-0.99511491,0.735473052,0.647135975
1,0.273977724,0.347175381,-0.278445428,-0.095308644,-0.299582221,0.469887547,-0.382111899,0.418727272,-0.026671387,0.438384447
1,0.287896231,0.168954484,-0.078609221,0.242111973,0.390553035,-0.047953417,0.50194366,-0.27476034,-0.501569852,1.322175034
1,0.296067237,0.544379564,-0.835612266,-0.449707789,0.096090378,-0.37611377,-0.713325494,-1.001251464,0.732492484,0.614677296
1,0.292639278,0.603471633,-0.801881556,-0.444304639,0.160689635,-0.296321936,-0.526601908,-0.884974613,0.802939881,0.634338958
1,0.197040155,0.010505985,-0.422125735,-0.5047386,1.446286661,-0.024575765,-1.795223632,-0.632923226,0.526677967,0.964026637
1,0.29610966,0.531765409,-0.703470925,-0.122861081,1.595216363,0.702997597,-0.865014302,-0.473040216,0.389858143,0.733106335
1,0.282660662,0.132215316,0.002183899,0.173441694,0.23901295,-0.004140799,0.374416806,-0.440329599,-0.472302719,1.234752244
1,0.279245301,0.433129539,-0.599066343,0.836138064,0.229173046,-0.524273077,-0.246459549,-0.840268798,-0.465203682,0.036931846
1,0.259922221,0.076194302,0.104313492,0.027861184,-0.366510727,-0.7821776,-0.685489998,-0.552501844,0.317327442,-1.361009031
1,0.284002547,-0.318110035,-0.155293024,-0.653121196,-0.66775123,-0.441717138,-1.045602688,-0.882188342,0.513930068,0.29741655
1,0.120797478,-0.427591344,0.751441045,-0.094875949,-0.961826819,-0.345568318,-0.359432575,-0.051158233,0.271863938,0.321539381
1,0.069055173,-0.711519897,1.034970582,-0.02457562,-1.022951425,-0.726909093,-0.34007484,0.031868704,0.327142255,0.202939945
1,0.036762394,-1.651121847,1.521649902,0.505945349,-0.543461494,-1.449112829,-0.959596218,0.133647945,-0.819427946,-0.545169934
1,-0.044848769,-0.86550061,1.186468214,0.530447285,-1.842125969,-0.680005259,0.051661709,-0.341879334,-1.448674513,-1.534771107
1,0.284930796,0.544749265,-0.745744229,0.43592753,0.216403964,-0.473366974,-0.423735608,-0.912080027,-0.04097101,0.18779668
